=== COLD CERT START 20260211T203909Z ===
pwd: /Users/dcharb/Documents/Kimi_Agent_UFRF, Fel Polynomials, Moonshine
✔ [3855/5302] Built Mathlib.RingTheory.RingHom.FiniteType (8.1s)
✔ [3856/5302] Built Mathlib.RingTheory.Localization.Finiteness (6.3s)
✔ [3857/5302] Built Mathlib.Topology.Algebra.UniformFilterBasis (4.0s)
✔ [3858/5302] Built Mathlib.Topology.Algebra.Nonarchimedean.Bases (5.3s)
✔ [3859/5302] Built Mathlib.Analysis.Convex.BetweenList (7.7s)
✔ [3860/5302] Built Mathlib.Topology.Instances.AddCircle.Defs (10s)
✔ [3861/5302] Built Mathlib.Algebra.Category.ModuleCat.Presheaf.Generator (4.8s)
✔ [3862/5302] Built Mathlib.Topology.Algebra.NonUnitalStarAlgebra (7.8s)
✔ [3863/5302] Built Mathlib.Analysis.Convex.Visible (10s)
✔ [3864/5302] Built Mathlib.LinearAlgebra.Coevaluation (6.5s)
✔ [3865/5302] Built Mathlib.Algebra.Lie.Solvable (7.0s)
✔ [3866/5302] Built Mathlib.LinearAlgebra.Matrix.Charpoly.Univ (4.3s)
✔ [3867/5302] Built Mathlib.LinearAlgebra.Matrix.Charpoly.Disc (4.1s)
✔ [3868/5302] Built Mathlib.LinearAlgebra.BilinearForm.Orthogonal (7.6s)
✔ [3869/5302] Built Mathlib.Analysis.Convex.Exposed (4.2s)
✔ [3870/5302] Built Mathlib.LinearAlgebra.Matrix.Charpoly.LinearMap (7.1s)
✔ [3871/5302] Built Mathlib.LinearAlgebra.Trace (8.5s)
✔ [3872/5302] Built Mathlib.LinearAlgebra.BilinearForm.DualLattice (9.6s)
✔ [3873/5302] Built Mathlib.RepresentationTheory.Basic (13s)
✔ [3874/5302] Built Mathlib.Topology.Algebra.Module.PerfectPairing (5.6s)
✔ [3875/5302] Built Mathlib.Topology.Algebra.Algebra (7.7s)
✔ [3876/5302] Built Mathlib.Topology.Algebra.Module.WeakBilin (4.9s)
✔ [3877/5302] Built Mathlib.Topology.Algebra.Module.ClosedSubmodule (6.4s)
✔ [3878/5302] Built Mathlib.Topology.Algebra.SeparationQuotient.Basic (6.6s)
✔ [3879/5302] Built Mathlib.AlgebraicTopology.Quasicategory.Basic (3.5s)
✔ [3880/5302] Built Mathlib.AlgebraicTopology.ModelCategory.LeftHomotopy (4.2s)
✔ [3881/5302] Built Mathlib.Topology.Algebra.Module.LinearMapPiProd (7.1s)
✔ [3882/5302] Built Mathlib.AlgebraicTopology.ModelCategory.RightHomotopy (4.3s)
✔ [3883/5302] Built Mathlib.Topology.ContinuousMap.Algebra (14s)
✔ [3884/5302] Built Mathlib.LinearAlgebra.Complex.Determinant (4.4s)
✔ [3885/5302] Built Mathlib.Algebra.QuadraticAlgebra.NormDeterminant (5.1s)
✔ [3886/5302] Built Mathlib.LinearAlgebra.PerfectPairing.Restrict (11s)
✔ [3887/5302] Built Mathlib.LinearAlgebra.FreeModule.Finite.CardQuotient (4.9s)
✔ [3888/5302] Built Mathlib.LinearAlgebra.RootSystem.Defs (12s)
✔ [3889/5302] Built Mathlib.RingTheory.Norm.Defs (5.4s)
✔ [3890/5302] Built Mathlib.LinearAlgebra.Orientation (7.6s)
✔ [3891/5302] Built Mathlib.LinearAlgebra.Matrix.Rank (7.6s)
✔ [3892/5302] Built Mathlib.CategoryTheory.Abelian.GrothendieckCategory.Basic (3.1s)
✔ [3893/5302] Built Mathlib.CategoryTheory.Abelian.GrothendieckAxioms.Colim (3.8s)
✔ [3894/5302] Built Mathlib.CategoryTheory.Abelian.Yoneda (5.4s)
✔ [3895/5302] Built Mathlib.Algebra.Category.Grp.AB (4.9s)
✔ [3896/5302] Built Mathlib.Algebra.Homology.ShortComplex.ModuleCat (13s)
✔ [3897/5302] Built Mathlib.RingTheory.Extension.Generators (15s)
✔ [3898/5302] Built Mathlib.Topology.MetricSpace.Bilipschitz (3.5s)
✔ [3899/5302] Built Mathlib.Topology.Algebra.MetricSpace.Lipschitz (3.4s)
✔ [3900/5302] Built Mathlib.Topology.MetricSpace.Isometry (5.1s)
✔ [3901/5302] Built Mathlib.Analysis.Normed.Group.Int (3.4s)
✔ [3902/5302] Built Mathlib.Topology.Instances.Nat (3.4s)
✔ [3903/5302] Built Mathlib.Topology.Algebra.Ring.Real (3.7s)
✔ [3904/5302] Built Mathlib.CategoryTheory.Sites.LocallyInjective (4.7s)
✔ [3905/5302] Built Mathlib.Analysis.BoxIntegral.Partition.Basic (5.4s)
✔ [3906/5305] Built Mathlib.Algebra.Category.ModuleCat.Differentials.Basic (5.8s)
✔ [3907/5305] Built Mathlib.CategoryTheory.Sites.CoverPreserving (3.5s)
✔ [3908/5305] Built Mathlib.Algebra.Lie.SkewAdjoint (5.7s)
✔ [3909/5305] Built Mathlib.CategoryTheory.Sites.Pullback (4.9s)
✔ [3910/5305] Built Mathlib.Order.Filter.ENNReal (4.4s)
✔ [3911/5305] Built Mathlib.CategoryTheory.Sites.CoverLifting (5.7s)
✔ [3912/5305] Built Mathlib.AlgebraicTopology.DoldKan.Notations (3.5s)
✔ [3913/5305] Built Mathlib.Analysis.NormedSpace.IndicatorFunction (2.8s)
✔ [3914/5305] Built Mathlib.Algebra.Homology.BifunctorFlip (2.0s)
✔ [3915/5305] Built Mathlib.LinearAlgebra.Matrix.BilinearForm (9.6s)
✔ [3916/5305] Built Mathlib.CategoryTheory.SmallObject.Iteration.Basic (7.2s)
✔ [3917/5305] Built Mathlib.Analysis.Normed.Order.Hom.Ultra (2.7s)
✔ [3918/5305] Built Mathlib.Topology.Algebra.UniformField (3.8s)
✔ [3919/5305] Built Mathlib.Algebra.Homology.Embedding.RestrictionHomology (4.3s)
✔ [3920/5305] Built Mathlib.Algebra.Homology.Refinements (3.1s)
✔ [3921/5305] Built Mathlib.Algebra.Homology.SingleHomology (4.1s)
✔ [3922/5305] Built Mathlib.Algebra.Homology.LeftResolution.Basic (6.2s)
✔ [3923/5305] Built Mathlib.CategoryTheory.Localization.Triangulated (4.9s)
✔ [3924/5305] Built Mathlib.AlgebraicTopology.SimplicialSet.NerveAdjunction (14s)
✔ [3925/5305] Built Mathlib.RingTheory.Support (6.9s)
✔ [3926/5305] Built Mathlib.Topology.Algebra.Valued.ValuationTopology (6.2s)
✔ [3927/5305] Built Mathlib.Algebra.Homology.HomologySequence (11s)
✔ [3928/5305] Built Mathlib.Algebra.Category.ModuleCat.Presheaf.Pullback (4.5s)
✔ [3929/5305] Built Mathlib.Algebra.Homology.Homotopy (15s)
✔ [3930/5305] Built Mathlib.LinearAlgebra.QuadraticForm.Basic (23s)
✔ [3931/5305] Built Mathlib.Algebra.Lie.Character (3.8s)
✔ [3932/5305] Built Mathlib.Algebra.Lie.Semisimple.Defs (3.0s)
✔ [3933/5305] Built Mathlib.Algebra.Module.CharacterModule (7.0s)
✔ [3934/5305] Built Mathlib.RingTheory.Kaehler.Polynomial (27s)
✔ [3935/5305] Built Mathlib.Analysis.Normed.Ring.Basic (13s)
✔ [3936/5305] Built Mathlib.Algebra.Category.FGModuleCat.Basic (7.0s)
✔ [3937/5305] Built Mathlib.RingTheory.IntegralClosure.Algebra.Basic (7.3s)
✔ [3938/5305] Built Mathlib.LinearAlgebra.PID (5.1s)
✔ [3939/5305] Built Mathlib.LinearAlgebra.Matrix.GeneralLinearGroup.FinTwo (8.3s)
✔ [3940/5305] Built Mathlib.Algebra.DirectSum.LinearMap (6.4s)
✔ [3941/5305] Built Mathlib.Topology.Algebra.StarSubalgebra (6.3s)
✔ [3942/5305] Built Mathlib.Topology.Algebra.Module.WeakDual (5.8s)
✔ [3943/5305] Built Mathlib.RepresentationTheory.Submodule (7.1s)
✔ [3944/5305] Built Mathlib.Analysis.Convex.Cone.Basic (5.5s)
✔ [3945/5305] Built Mathlib.Algebra.Lie.Nilpotent (11s)
✔ [3946/5305] Built Mathlib.Topology.Algebra.SeparationQuotient.Hom (3.1s)
✔ [3947/5305] Built Mathlib.Topology.Algebra.SeparationQuotient.Section (3.5s)
✔ [3948/5305] Built Mathlib.Topology.Algebra.SeparationQuotient.FiniteDimensional (2.0s)
✔ [3949/5305] Built Mathlib.Algebra.Homology.BifunctorAssociator (29s)
✔ [3950/5305] Built Mathlib.Topology.MetricSpace.Algebra (4.6s)
✔ [3951/5305] Built Mathlib.AlgebraicTopology.Quasicategory.StrictSegal (3.8s)
✔ [3952/5305] Built Mathlib.Topology.Instances.TrivSqZeroExt (4.0s)
✔ [3953/5305] Built Mathlib.AlgebraicTopology.ModelCategory.Homotopy (4.3s)
✔ [3954/5305] Built Mathlib.Topology.ContinuousMap.Lattice (3.8s)
✔ [3955/5305] Built Mathlib.Topology.ContinuousMap.Star (4.4s)
✔ [3956/5305] Built Mathlib.Algebra.Homology.GrothendieckAbelian (3.3s)
✔ [3957/5305] Built Mathlib.LinearAlgebra.Complex.Orientation (3.8s)
✔ [3958/5305] Built Mathlib.CategoryTheory.Abelian.GrothendieckCategory.Monomorphisms (2.9s)
✔ [3959/5305] Built Mathlib.LinearAlgebra.RootSystem.IsValuedIn (7.2s)
✔ [3960/5305] Built Mathlib.Algebra.Category.ModuleCat.AB (3.8s)
✔ [3961/5305] Built Mathlib.Topology.Algebra.Module.Multilinear.Basic (9.5s)
✔ [3962/5305] Built Mathlib.CategoryTheory.Abelian.GrothendieckCategory.Subobject (4.8s)
✔ [3963/5305] Built Mathlib.Topology.Algebra.ContinuousAffineMap (10s)
✔ [3964/5305] Built Mathlib.Algebra.Category.ModuleCat.Free (3.9s)
✔ [3965/5305] Built Mathlib.Algebra.Category.ModuleCat.Biproducts (5.4s)
✔ [3966/5305] Built Mathlib.Topology.MetricSpace.ProperSpace.Real (3.5s)
✔ [3967/5305] Built Mathlib.Topology.MetricSpace.Dilation (4.8s)
✔ [3968/5305] Built Mathlib.Topology.Instances.NNReal.Lemmas (4.1s)
✔ [3969/5305] Built Mathlib.Topology.MetricSpace.Gluing (4.8s)
✔ [3970/5305] Built Mathlib.Analysis.Normed.Group.Continuity (5.2s)
✔ [3971/5305] Built Mathlib.Topology.Instances.ZMultiples (3.0s)
✔ [3972/5305] Built Mathlib.RingTheory.Extension.Presentation.Basic (9.9s)
✔ [3973/5307] Built Mathlib.Topology.Instances.Rat (4.8s)
✔ [3974/5307] Built Mathlib.Analysis.Subadditive (3.8s)
✔ [3975/5307] Built Mathlib.Topology.Instances.Real.Lemmas (4.8s)
✔ [3976/5307] Built Mathlib.Topology.ContinuousMap.Periodic (17s)
✔ [3977/5307] Built Mathlib.Topology.MetricSpace.IsometricSMul (9.9s)
✔ [3978/5307] Built Mathlib.Analysis.BoxIntegral.Partition.Split (3.5s)
✔ [3979/5307] Built Mathlib.Topology.Algebra.Module.Equiv (19s)
✔ [3980/5307] Built Mathlib.Topology.UnitInterval (5.7s)
✔ [3981/5307] Built Mathlib.CategoryTheory.Sites.LocallySurjective (5.0s)
✔ [3982/5307] Built Mathlib.Analysis.BoxIntegral.Partition.Tagged (5.2s)
✔ [3983/5307] Built Mathlib.CategoryTheory.Sites.Over (5.4s)
✔ [3984/5307] Built Mathlib.CategoryTheory.SmallObject.Iteration.FunctorOfCocone (4.8s)
✔ [3985/5310] Built Mathlib.RingTheory.Trace.Defs (5.8s)
✔ [3986/5310] Built Mathlib.Algebra.Category.ModuleCat.LeftResolution (4.1s)
✔ [3987/5310] Built Mathlib.CategoryTheory.SmallObject.Iteration.ExtendToSucc (5.9s)
✔ [3988/5310] Built Mathlib.Algebra.Homology.LeftResolution.Transport (4.8s)
✔ [3989/5310] Built Mathlib.Algebra.Homology.Embedding.Connect (6.2s)
✔ [3990/5310] Built Mathlib.Algebra.Lie.Classical (9.1s)
✔ [3991/5310] Built Mathlib.Algebra.Homology.ConcreteCategory (4.2s)
✔ [3992/5310] Built Mathlib.CategoryTheory.Triangulated.Subcategory (5.2s)
✔ [3993/5310] Built Mathlib.Algebra.Category.ModuleCat.Differentials.Presheaf (10s)
✔ [3994/5310] Built Mathlib.Topology.Algebra.Valued.ValuedField (6.6s)
✔ [3995/5310] Built Mathlib.Algebra.Homology.BifunctorHomotopy (6.3s)
✔ [3996/5310] Built Mathlib.AlgebraicTopology.DoldKan.Homotopies (4.4s)
✔ [3997/5310] Built Mathlib.Algebra.Homology.QuasiIso (5.1s)
✔ [3998/5310] Built Mathlib.Algebra.Homology.HomotopyCategory (4.5s)
✔ [3999/5310] Built Mathlib.LinearAlgebra.QuadraticForm.Isometry (5.4s)
✔ [4000/5310] Built Mathlib.LinearAlgebra.Matrix.PosDef (6.0s)
✔ [4001/5310] Built Mathlib.AlgebraicTopology.ExtraDegeneracy (9.9s)
✔ [4002/5310] Built Mathlib.Algebra.Category.Grp.LargeColimits (4.2s)
✔ [4003/5310] Built Mathlib.Algebra.Homology.HomotopyCofiber (10s)
✔ [4004/5310] Built Mathlib.Algebra.Lie.Semisimple.Basic (5.5s)
✔ [4005/5310] Built Mathlib.Analysis.Normed.Ring.Finite (3.7s)
✔ [4006/5310] Built Mathlib.Algebra.Category.Grp.EnoughInjectives (4.6s)
✔ [4007/5310] Built Mathlib.Algebra.Lie.InvariantForm (6.7s)
✔ [4008/5310] Built Mathlib.Algebra.Homology.HomotopyCategory.HomComplex (11s)
✔ [4009/5310] Built Mathlib.Analysis.Normed.Ring.WithAbs (3.8s)
✔ [4010/5310] Built Mathlib.Algebra.Category.FGModuleCat.EssentiallySmall (4.0s)
✔ [4011/5310] Built Mathlib.Algebra.Category.FGModuleCat.Limits (3.7s)
✔ [4012/5310] Built Mathlib.Algebra.Category.FGModuleCat.Colimits (3.9s)
✔ [4013/5310] Built Mathlib.LinearAlgebra.Eigenspace.Minpoly (4.9s)
✔ [4014/5310] Built Mathlib.Analysis.Normed.Field.Basic (7.9s)
✔ [4015/5310] Built Mathlib.Algebra.Lie.CartanSubalgebra (4.2s)
✔ [4016/5310] Built Mathlib.AlgebraicTopology.Quasicategory.Nerve (3.6s)
✔ [4017/5310] Built Mathlib.Topology.MetricSpace.Completion (4.2s)
✔ [4018/5310] Built Mathlib.Topology.Instances.Matrix (6.6s)
✔ [4019/5310] Built Mathlib.Topology.Algebra.Module.CharacterSpace (6.6s)
✔ [4020/5310] Built Mathlib.RingTheory.IntegralClosure.IsIntegralClosure.Basic (9.1s)
✔ [4021/5310] Built Mathlib.Algebra.Lie.Engel (8.3s)
✔ [4022/5310] Built Mathlib.Topology.Algebra.AffineSubspace (3.1s)
✔ [4023/5310] Built Mathlib.Algebra.Homology.Monoidal (8.3s)
✔ [4024/5310] Built Mathlib.Topology.MetricSpace.DilationEquiv (4.0s)
✔ [4025/5310] Built Mathlib.CategoryTheory.Abelian.GrothendieckCategory.ColimCoyoneda (6.1s)
✔ [4026/5310] Built Mathlib.LinearAlgebra.RootSystem.Reduced (7.4s)
✔ [4027/5310] Built Mathlib.Analysis.Real.Spectrum (4.8s)
✔ [4028/5310] Built Mathlib.Topology.Metrizable.CompletelyMetrizable (4.3s)
✔ [4029/5311] Built Mathlib.LinearAlgebra.RootSystem.RootPositive (8.5s)
✔ [4030/5311] Built Mathlib.Topology.Algebra.InfiniteSum.Field (4.4s)
✔ [4031/5311] Built Mathlib.LinearAlgebra.RootSystem.BaseChange (10s)
✔ [4032/5311] Built Mathlib.Data.Real.Sqrt (5.7s)
✔ [4033/5311] Built Mathlib.Analysis.Normed.Group.Bounded (5.3s)
✔ [4034/5311] Built Mathlib.Analysis.Normed.Group.Rat (3.1s)
✔ [4035/5311] Built Mathlib.Analysis.Normed.Group.AddTorsor (4.4s)
✔ [4036/5311] Built Mathlib.Topology.Algebra.InfiniteSum.Module (4.8s)
✔ [4037/5311] Built Mathlib.Topology.Instances.ENNReal.Lemmas (12s)
✔ [4038/5311] Built Mathlib.CategoryTheory.SmallObject.WellOrderInductionData (6.4s)
✔ [4039/5311] Built Mathlib.RingTheory.Extension.Presentation.Submersive (7.9s)
✔ [4040/5311] Built Mathlib.Topology.Algebra.Module.LinearPMap (5.0s)
✔ [4041/5311] Built Mathlib.Analysis.Convex.ContinuousLinearEquiv (4.8s)
✔ [4042/5311] Built Mathlib.Analysis.Normed.Group.Uniform (7.6s)
✔ [4043/5311] Built Mathlib.Analysis.CStarAlgebra.Module.Synonym (5.7s)
✔ [4044/5311] Built Mathlib.Topology.Algebra.Module.Determinant (3.8s)
✔ [4045/5311] Built Mathlib.Topology.Algebra.Module.Star (4.6s)
✔ [4046/5311] Built Mathlib.Topology.Instances.RealVectorSpace (4.1s)
✔ [4047/5314] Built Mathlib.CategoryTheory.Sites.LocallyFullyFaithful (4.1s)
✔ [4048/5314] Built Mathlib.CategoryTheory.MorphismProperty.IsSmall (2.3s)
✔ [4049/5314] Built Mathlib.Topology.Algebra.Module.ModuleTopology (6.7s)
✔ [4050/5314] Built Mathlib.CategoryTheory.Sites.LocallyBijective (3.6s)
✔ [4051/5314] Built Mathlib.Topology.Algebra.ContinuousAffineEquiv (8.6s)
✔ [4052/5314] Built Mathlib.CategoryTheory.SmallObject.Iteration.Nonempty (3.7s)
✔ [4053/5314] Built Mathlib.Topology.Algebra.Module.Alternating.Basic (11s)
✔ [4054/5314] Built Mathlib.Topology.Path (8.6s)
✔ [4055/5314] Built Mathlib.CategoryTheory.Preadditive.Projective.Resolution (3.8s)
✔ [4056/5314] Built Mathlib.CategoryTheory.Triangulated.HomologicalFunctor (5.6s)
✔ [4057/5314] Built Mathlib.AlgebraicTopology.DoldKan.Faces (5.4s)
✔ [4058/5314] Built Mathlib.Topology.Homotopy.Basic (11s)
✔ [4059/5314] Built Mathlib.Algebra.Homology.HomologySequenceLemmas (6.4s)
✔ [4060/5314] Built Mathlib.Algebra.Homology.LeftResolution.Reduced (8.5s)
✔ [4061/5314] Built Mathlib.LinearAlgebra.QuadraticForm.IsometryEquiv (5.0s)
✔ [4062/5314] Built Mathlib.Algebra.Homology.Opposite (8.4s)
✔ [4063/5314] Built Mathlib.Algebra.Homology.AlternatingConst (4.6s)
✔ [4064/5314] Built Mathlib.Algebra.Category.ModuleCat.EnoughInjectives (3.9s)
✔ [4065/5314] Built Mathlib.Algebra.Category.Grp.Ulift (4.6s)
✔ [4066/5314] Built Mathlib.Algebra.Homology.HomotopyCategory.Shift (7.0s)
✔ [4067/5314] Built Mathlib.Algebra.Homology.Localization (5.0s)
✔ [4068/5314] Built Mathlib.Topology.MetricSpace.CauSeqFilter (3.7s)
✔ [4069/5314] Built Mathlib.Analysis.Calculus.TangentCone.Defs (3.7s)
✔ [4070/5314] Built Mathlib.Analysis.Polynomial.CauchyBound (6.2s)
✔ [4071/5314] Built Mathlib.Algebra.Lie.EngelSubalgebra (4.0s)
✔ [4072/5314] Built Mathlib.Analysis.Normed.MulAction (5.9s)
✔ [4073/5314] Built Mathlib.RingTheory.Extension.Cotangent.Basic (31s)
✔ [4074/5314] Built Mathlib.CategoryTheory.Subobject.HasCardinalLT (3.5s)
✔ [4075/5314] Built Mathlib.Algebra.Homology.HomotopyCategory.MappingCone (11s)
✔ [4076/5314] Built Mathlib.Analysis.Complex.Norm (4.8s)
✔ [4077/5314] Built Mathlib.Data.Real.StarOrdered (4.1s)
✔ [4078/5314] Built Mathlib.NumberTheory.Real.Irrational (5.2s)
✔ [4079/5314] Built Mathlib.Algebra.Star.CHSH (6.1s)
✔ [4080/5314] Built Mathlib.Analysis.Normed.Affine.Simplex (6.2s)
✔ [4081/5314] Built Mathlib.Topology.Algebra.InfiniteSum.Real (4.6s)
✔ [4082/5314] Built Mathlib.Analysis.Asymptotics.Defs (13s)
✔ [4083/5314] Built Mathlib.Algebra.Category.FGModuleCat.Abelian (15s)
✔ [4084/5314] Built Mathlib.Analysis.SumOverResidueClass (4.4s)
✔ [4085/5314] Built Mathlib.LinearAlgebra.RootSystem.Finite.CanonicalBilinear (11s)
✔ [4086/5314] Built Mathlib.MeasureTheory.OuterMeasure.Basic (4.2s)
✔ [4087/5314] Built Mathlib.Topology.Algebra.InfiniteSum.ENNReal (3.8s)
✔ [4088/5314] Built Mathlib.RingTheory.Algebraic.Integral (17s)
✔ [4089/5314] Built Mathlib.Analysis.Normed.Order.Lattice (4.3s)
✔ [4090/5314] Built Mathlib.RingTheory.Smooth.StandardSmooth (4.5s)
✔ [4091/5314] Built Mathlib.Topology.Semicontinuous (7.3s)
✔ [4092/5314] Built Mathlib.Analysis.Normed.Group.InfiniteSum (4.2s)
✔ [4093/5314] Built Mathlib.Analysis.Normed.Ring.Lemmas (5.7s)
✔ [4094/5315] Built Mathlib.CategoryTheory.SmallObject.TransfiniteCompositionLifting (6.5s)
✔ [4095/5315] Built Mathlib.Analysis.Normed.Group.Lemmas (3.2s)
✔ [4096/5315] Built Mathlib.Analysis.Normed.Group.Completion (3.5s)
✔ [4097/5315] Built Mathlib.Order.TransfiniteIteration (2.6s)
✔ [4098/5315] Built Mathlib.Analysis.Normed.Group.BallSphere (3.8s)
✔ [4099/5315] Built Mathlib.Analysis.Normed.Group.Ultra (6.0s)
✔ [4100/5315] Built Mathlib.Analysis.Normed.Group.Hom (9.4s)
✔ [4101/5315] Built Mathlib.CategoryTheory.Sites.DenseSubsite.Basic (6.4s)
✔ [4102/5315] Built Mathlib.CategoryTheory.SmallObject.TransfiniteIteration (4.4s)
✔ [4103/5315] Built Mathlib.Algebra.Category.ModuleCat.Sheaf (5.9s)
✔ [4104/5315] Built Mathlib.Topology.Connected.PathConnected (4.6s)
✔ [4105/5315] Built Mathlib.CategoryTheory.Triangulated.Opposite.Pretriangulated (4.5s)
✔ [4106/5315] Built Mathlib.CategoryTheory.Abelian.Projective.Resolution (5.5s)
✔ [4107/5316] Built Mathlib.Topology.Homotopy.Equiv (4.1s)
✔ [4108/5316] Built Mathlib.AlgebraicTopology.DoldKan.Projections (4.9s)
✔ [4109/5316] Built Mathlib.Algebra.Homology.Embedding.IsSupported (3.3s)
✔ [4110/5316] Built Mathlib.Algebra.Homology.HomotopyCategory.SingleFunctors (5.3s)
✔ [4111/5316] Built Mathlib.Algebra.Homology.HomotopyCategory.ShiftSequence (6.8s)
✔ [4112/5316] Built Mathlib.Analysis.Normed.Group.NullSubmodule (4.3s)
✔ [4113/5316] Built Mathlib.Analysis.Normed.Operator.ContinuousLinearMap (6.6s)
✔ [4114/5316] Built Mathlib.Algebra.Homology.HomotopyCategory.HomComplexShift (8.1s)
✔ [4115/5316] Built Mathlib.LinearAlgebra.CliffordAlgebra.Basic (10s)
✔ [4116/5316] Built Mathlib.Algebra.Module.Presentation.Differentials (7.1s)
✔ [4117/5316] Built Mathlib.Algebra.Homology.TotalComplexShift (11s)
✔ [4118/5316] Built Mathlib.Analysis.Complex.Order (4.5s)
✔ [4119/5316] Built Mathlib.NumberTheory.Real.GoldenRatio (5.8s)
✔ [4120/5316] Built Mathlib.Analysis.Complex.Exponential (7.4s)
✔ [4121/5316] Built Mathlib.MeasureTheory.OuterMeasure.AE (5.6s)
✔ [4122/5316] Built Mathlib.MeasureTheory.OuterMeasure.Operations (6.6s)
✔ [4123/5316] Built Mathlib.Algebra.Category.ModuleCat.Topology.Basic (26s)
✔ [4124/5316] Built Mathlib.LinearAlgebra.RootSystem.Finite.Nondegenerate (9.1s)
✔ [4125/5316] Built Mathlib.FieldTheory.Minpoly.Field (7.3s)
✔ [4126/5316] Built Mathlib.FieldTheory.IntermediateField.Algebraic (10s)
✔ [4127/5316] Built Mathlib.RingTheory.RingHom.StandardSmooth (6.4s)
✔ [4128/5316] Built Mathlib.RingTheory.Localization.Integral (8.5s)
✔ [4129/5316] Built Mathlib.Topology.Instances.EReal.Lemmas (6.4s)
✔ [4130/5316] Built Mathlib.Analysis.Normed.Group.FunctionSeries (4.6s)
✔ [4131/5316] Built Mathlib.Analysis.Normed.Ring.InfiniteSum (5.7s)
✔ [4132/5316] Built Mathlib.Topology.EMetricSpace.BoundedVariation (7.7s)
✔ [4133/5316] Built Mathlib.Analysis.Normed.Operator.LinearIsometry (40s)
✔ [4134/5316] Built Mathlib.Analysis.Normed.Field.Lemmas (5.5s)
✔ [4135/5316] Built Mathlib.Analysis.Asymptotics.Lemmas (9.6s)
✔ [4136/5316] Built Mathlib.Analysis.Normed.Field.Instances (5.1s)
✔ [4137/5316] Built Mathlib.Analysis.Normed.Ring.Int (3.3s)
✔ [4138/5316] Built Mathlib.Topology.Algebra.Polynomial (5.2s)
✔ [4139/5316] Built Mathlib.CategoryTheory.Abelian.GrothendieckAxioms.FunctorCategory (3.3s)
✔ [4140/5316] Built Mathlib.Topology.Bornology.BoundedOperation (3.0s)
✔ [4141/5316] Built Mathlib.Analysis.Normed.Ring.Ultra (3.6s)
✔ [4142/5316] Built Mathlib.Analysis.Normed.Group.SeparationQuotient (3.7s)
✔ [4143/5316] Built Mathlib.Topology.Sheaves.SheafCondition.Sites (3.8s)
✔ [4144/5316] Built Mathlib.Analysis.Normed.Group.HomCompletion (4.5s)
✔ [4145/5316] Built Mathlib.Analysis.Normed.Group.SemiNormedGrp (5.9s)
✔ [4146/5316] Built Mathlib.CategoryTheory.SmallObject.IsCardinalForSmallObjectArgument (7.6s)
✔ [4147/5316] Built Mathlib.Algebra.Category.ModuleCat.Sheaf.Limits (5.9s)
✔ [4148/5316] Built Mathlib.CategoryTheory.Sites.DenseSubsite.SheafEquiv (8.6s)
✔ [4149/5316] Built Mathlib.Algebra.Category.ModuleCat.Sheaf.ChangeOfRings (5.4s)
✔ [4150/5316] Built Mathlib.RingTheory.Kaehler.JacobiZariski (36s)
✔ [4151/5316] Built Mathlib.Analysis.Convex.PathConnected (5.7s)
✔ [4152/5316] Built Mathlib.Topology.Connected.LocPathConnected (3.9s)
✔ [4153/5316] Built Mathlib.CategoryTheory.Abelian.GrothendieckAxioms.Types (2.3s)
✔ [4154/5316] Built Mathlib.Topology.Instances.AddCircle.Real (3.8s)
✔ [4155/5316] Built Mathlib.RingTheory.Smooth.Kaehler (38s)
✔ [4156/5316] Built Mathlib.CategoryTheory.Triangulated.Yoneda (5.1s)
✔ [4157/5316] Built Mathlib.FieldTheory.RatFunc.Basic (32s)
✔ [4158/5316] Built Mathlib.CategoryTheory.Abelian.LeftDerived (5.8s)
✔ [4159/5316] Built Mathlib.AlgebraicTopology.DoldKan.PInfty (4.7s)
✔ [4160/5316] Built Mathlib.Algebra.Homology.Embedding.Extend (4.5s)
✔ [4161/5316] Built Mathlib.Topology.Homotopy.Path (11s)
✔ [4162/5316] Built Mathlib.Algebra.Category.ModuleCat.Sheaf.PushforwardContinuous (15s)
✔ [4163/5316] Built Mathlib.Analysis.SpecialFunctions.Log.ERealExp (3.4s)
✔ [4164/5316] Built Mathlib.MeasureTheory.OuterMeasure.BorelCantelli (3.7s)
✔ [4165/5316] Built Mathlib.LinearAlgebra.ExteriorAlgebra.Basic (8.8s)
✔ [4166/5316] Built Mathlib.LinearAlgebra.Charpoly.Basic (5.1s)
✔ [4167/5316] Built Mathlib.Analysis.Complex.Trigonometric (8.4s)
✔ [4168/5316] Built Mathlib.Algebra.Category.ModuleCat.Topology.Homology (7.4s)
✔ [4169/5316] Built Mathlib.Algebra.Homology.BifunctorShift (9.6s)
✔ [4170/5316] Built Mathlib.Algebra.Polynomial.Module.FiniteDimensional (4.0s)
✔ [4171/5316] Built Mathlib.FieldTheory.Normal.Defs (6.4s)
✔ [4172/5316] Built Mathlib.LinearAlgebra.RootSystem.Basic (8.6s)
✔ [4173/5316] Built Mathlib.LinearAlgebra.CliffordAlgebra.Grading (11s)
✔ [4174/5316] Built Mathlib.LinearAlgebra.AnnihilatingPolynomial (4.4s)
✔ [4175/5316] Built Mathlib.Analysis.NormedSpace.FunctionSeries (3.7s)
✔ [4176/5316] Built Mathlib.RingTheory.PowerBasis (7.6s)
