=== COLD CERT START 20260211T215731Z ===
pwd: /Users/dcharb/Documents/Kimi_Agent_UFRF, Fel Polynomials, Moonshine
✔ [3884/5570] Built Mathlib.CategoryTheory.Galois.Topology (3.3s)
✔ [3885/5570] Built Mathlib.Algebra.Category.BialgCat.Monoidal (14s)
✔ [3886/5570] Built Mathlib.Topology.Algebra.Ring.Basic (4.1s)
✔ [3887/5570] Built Mathlib.RingTheory.Polynomial.Eisenstein.Basic (3.3s)
✔ [3888/5570] Built Mathlib.AlgebraicTopology.SimplicialSet.StrictSegal (5.1s)
✔ [3889/5570] Built Mathlib.RingTheory.Polynomial.IntegralNormalization (3.5s)
✔ [3890/5570] Built Mathlib.Topology.Algebra.Group.Compact (2.6s)
✔ [3891/5570] Built Mathlib.Topology.Algebra.Group.Quotient (3.0s)
✔ [3892/5570] Built Mathlib.Topology.Algebra.Order.UpperLower (2.8s)
✔ [3893/5570] Built Mathlib.Analysis.Convex.Strict (4.4s)
✔ [3894/5570] Built Mathlib.CategoryTheory.Localization.Bifunctor (3.7s)
✔ [3895/5570] Built Mathlib.RingTheory.Polynomial.Vieta (3.4s)
✔ [3896/5570] Built Mathlib.Topology.Algebra.IsUniformGroup.Order (2.7s)
✔ [3897/5570] Built Mathlib.Topology.Algebra.IsUniformGroup.Constructions (2.9s)
✔ [3898/5570] Built Mathlib.Algebra.CubicDiscriminant (4.5s)
✔ [3899/5572] Built Mathlib.Topology.Algebra.InfiniteSum.Group (4.7s)
✔ [3900/5572] Built Mathlib.Algebra.Lie.Free (3.9s)
✔ [3901/5572] Built Mathlib.CategoryTheory.Localization.CalculusOfFractions.OfAdjunction (2.2s)
✔ [3902/5572] Built Mathlib.Algebra.Algebra.Subalgebra.IsSimpleOrder (3.0s)
✔ [3903/5572] Built Mathlib.RingTheory.Filtration (4.7s)
✔ [3904/5572] Built Mathlib.Algebra.Symmetrized (4.5s)
✔ [3905/5572] Built Mathlib.LinearAlgebra.FreeModule.Finite.Quotient (4.0s)
✔ [3906/5572] Built Mathlib.Algebra.Lie.Abelian (7.5s)
✔ [3907/5572] Built Mathlib.RingTheory.Flat.Basic (7.6s)
✔ [3908/5572] Built Mathlib.LinearAlgebra.FreeModule.Finite.Matrix (3.8s)
✔ [3909/5572] Built Mathlib.Algebra.Category.CommAlgCat.FiniteType (3.4s)
✔ [3910/5572] Built Mathlib.RingTheory.Localization.Submodule (3.0s)
✔ [3911/5572] Built Mathlib.LinearAlgebra.Dimension.LinearMap (3.1s)
✔ [3912/5572] Built Mathlib.Algebra.Homology.ShortComplex.ExactFunctor (2.7s)
✔ [3913/5572] Built Mathlib.Algebra.Category.Ring.FinitePresentation (5.3s)
✔ [3914/5572] Built Mathlib.RingTheory.FiniteStability (6.0s)
✔ [3915/5572] Built Mathlib.LinearAlgebra.FiniteDimensional.Lemmas (4.2s)
✔ [3916/5572] Built Mathlib.CategoryTheory.Abelian.SerreClass.Basic (2.6s)
✔ [3917/5572] Built Mathlib.Algebra.Algebra.Subalgebra.Rank (8.8s)
✔ [3918/5572] Built Mathlib.CategoryTheory.Abelian.Pseudoelements (3.0s)
✔ [3919/5572] Built Mathlib.Algebra.Homology.Factorizations.Basic (2.4s)
✔ [3920/5572] Built Mathlib.RingTheory.GradedAlgebra.HomogeneousLocalization (13s)
✔ [3921/5572] Built Mathlib.LinearAlgebra.Matrix.ZPow (3.2s)
✔ [3922/5572] Built Mathlib.LinearAlgebra.Matrix.Block (4.3s)
✔ [3923/5572] Built Mathlib.LinearAlgebra.Matrix.BaseChange (3.2s)
✔ [3924/5572] Built Mathlib.LinearAlgebra.UnitaryGroup (4.9s)
✔ [3925/5572] Built Mathlib.LinearAlgebra.Dimension.Localization (9.9s)
✔ [3926/5572] Built Mathlib.LinearAlgebra.SymplecticGroup (3.6s)
✔ [3927/5572] Built Mathlib.Algebra.Category.CommAlgCat.Monoidal (49s)
✔ [3928/5572] Built Mathlib.LinearAlgebra.Matrix.GeneralLinearGroup.Defs (5.2s)
✔ [3929/5572] Built Mathlib.LinearAlgebra.Matrix.SchurComplement (6.0s)
✔ [3930/5572] Built Mathlib.Algebra.Homology.Double (3.7s)
✔ [3931/5572] Built Mathlib.Algebra.Category.Grp.Images (2.6s)
✔ [3932/5572] Built Mathlib.Algebra.Homology.HomologicalComplexLimits (4.2s)
✔ [3933/5572] Built Mathlib.Algebra.Homology.ShortComplex.Ab (2.0s)
✔ [3934/5572] Built Mathlib.Algebra.Homology.TotalComplex (5.9s)
✔ [3935/5572] Built Mathlib.Algebra.Homology.Augment (4.9s)
✔ [3936/5572] Built Mathlib.Algebra.Category.ModuleCat.Presheaf.ChangeOfRings (4.7s)
✔ [3937/5572] Built Mathlib.Algebra.Homology.Additive (6.3s)
✔ [3938/5572] Built Mathlib.CategoryTheory.Limits.Indization.Category (3.0s)
✔ [3939/5572] Built Mathlib.Algebra.Category.ModuleCat.Presheaf.Free (4.1s)
✔ [3940/5572] Built Mathlib.CategoryTheory.Localization.BousfieldTransfiniteComposition (2.6s)
✔ [3941/5573] Built Mathlib.Algebra.Category.ModuleCat.Presheaf.Limits (4.4s)
✔ [3942/5573] Built Mathlib.AlgebraicTopology.RelativeCellComplex.Basic (2.7s)
✔ [3943/5573] Built Mathlib.Algebra.Category.ModuleCat.Presheaf.Colimits (5.1s)
✔ [3944/5573] Built Mathlib.CategoryTheory.Generator.Sheaf (2.2s)
✔ [3945/5573] Built Mathlib.CategoryTheory.Sites.Abelian (2.3s)
✔ [3946/5573] Built Mathlib.CategoryTheory.Abelian.DiagramLemmas.KernelCokernelComp (5.6s)
✔ [3947/5573] Built Mathlib.Topology.Sheaves.Limits (2.7s)
✔ [3948/5573] Built Mathlib.CategoryTheory.SmallObject.TransfiniteIteration (3.4s)
✔ [3949/5573] Built Mathlib.Topology.MetricSpace.ProperSpace (2.6s)
✔ [3950/5573] Built Mathlib.Topology.MetricSpace.Basic (2.9s)
✔ [3951/5573] Built Mathlib.Topology.MetricSpace.Pseudo.Real (2.4s)
✔ [3952/5573] Built Mathlib.CategoryTheory.SmallObject.TransfiniteCompositionLifting (4.7s)
✔ [3953/5573] Built Mathlib.Analysis.Oscillation (2.9s)
✔ [3954/5573] Built Mathlib.CategoryTheory.Triangulated.TStructure.Basic (3.3s)
✔ [3955/5573] Built Mathlib.Topology.EMetricSpace.Lipschitz (3.7s)
✔ [3956/5573] Built Mathlib.AlgebraicTopology.ModelCategory.IsCofibrant (2.7s)
✔ [3957/5573] Built Mathlib.Topology.Algebra.UniformMulAction (3.6s)
✔ [3958/5573] Built Mathlib.AlgebraicTopology.ModelCategory.Basic (3.5s)
✔ [3959/5573] Built Mathlib.Algebra.Category.ModuleCat.Presheaf.Monoidal (10s)
✔ [3960/5573] Built Mathlib.CategoryTheory.Sites.CompatibleSheafification (3.5s)
✔ [3961/5573] Built Mathlib.CategoryTheory.Triangulated.Triangulated (5.1s)
✔ [3962/5573] Built Mathlib.CategoryTheory.Sites.Subsheaf (3.2s)
✔ [3963/5573] Built Mathlib.Topology.UniformSpace.HeineCantor (2.7s)
✔ [3964/5573] Built Mathlib.Topology.MetricSpace.Equicontinuity (2.8s)
✔ [3965/5573] Built Mathlib.CategoryTheory.Sites.Hypercover.IsSheaf (2.9s)
✔ [3966/5573] Built Mathlib.CategoryTheory.Sites.LeftExact (5.8s)
✔ [3967/5573] Built Mathlib.CategoryTheory.Galois.Full (3.3s)
✔ [3968/5573] Built Mathlib.Topology.Algebra.Field (4.0s)
✔ [3969/5573] Built Mathlib.Topology.Category.TopCommRingCat (3.3s)
✔ [3970/5573] Built Mathlib.Topology.Algebra.Ring.Ideal (2.7s)
✔ [3971/5573] Built Mathlib.Topology.Algebra.Group.ClosedSubgroup (2.8s)
✔ [3972/5573] Built Mathlib.Algebra.Category.Ring.Topology (4.8s)
✔ [3973/5573] Built Mathlib.Algebra.Category.HopfAlgCat.Monoidal (5.5s)
✔ [3974/5573] Built Mathlib.Topology.UniformSpace.Matrix (2.5s)
✔ [3975/5573] Built Mathlib.AlgebraicTopology.SimplicialSet.Coskeletal (5.0s)
✔ [3976/5573] Built Mathlib.Topology.Algebra.Module.Basic (3.8s)
✔ [3977/5573] Built Mathlib.Topology.Algebra.OpenSubgroup (5.2s)
✔ [3978/5573] Built Mathlib.AlgebraicGeometry.EllipticCurve.Weierstrass (4.4s)
✔ [3979/5573] Built Mathlib.CategoryTheory.Localization.Resolution (4.1s)
✔ [3980/5573] Built Mathlib.Algebra.Lie.CartanMatrix (3.6s)
✔ [3981/5573] Built Mathlib.Algebra.Lie.Derivation.AdjointAction (2.8s)
✔ [3982/5573] Built Mathlib.LinearAlgebra.FreeModule.IdealQuotient (3.8s)
✔ [3983/5573] Built Mathlib.Topology.Algebra.InfiniteSum.NatInt (5.6s)
✔ [3984/5573] Built Mathlib.Algebra.Lie.Normalizer (3.2s)
✔ [3985/5573] Built Mathlib.Algebra.Central.TensorProduct (3.2s)
✔ [3986/5573] Built Mathlib.RingTheory.Flat.Stability (2.6s)
✔ [3987/5573] Built Mathlib.RingTheory.Localization.Away.Lemmas (2.8s)
✔ [3988/5573] Built Mathlib.LinearAlgebra.Matrix.Diagonal (2.8s)
✔ [3989/5573] Built Mathlib.RingTheory.LocalProperties.Basic (5.1s)
✔ [3990/5573] Built Mathlib.CategoryTheory.Abelian.Injective.Basic (2.6s)
✔ [3991/5573] Built Mathlib.RingTheory.Ideal.Cotangent (9.9s)
✔ [3992/5573] Built Mathlib.Algebra.Lie.TensorProduct (7.4s)
✔ [3993/5573] Built Mathlib.CategoryTheory.Abelian.Projective.Basic (2.7s)
✔ [3994/5573] Built Mathlib.RingTheory.FractionalIdeal.Basic (6.1s)
✔ [3995/5573] Built Mathlib.Algebra.Category.ModuleCat.Simple (2.7s)
✔ [3996/5573] Built Mathlib.CategoryTheory.Abelian.GrothendieckAxioms.Basic (3.0s)
✔ [3997/5573] Built Mathlib.LinearAlgebra.Matrix.Hermitian (3.6s)
✔ [3998/5573] Built Mathlib.LinearAlgebra.AffineSpace.FiniteDimensional (6.1s)
✔ [3999/5573] Built Mathlib.Algebra.Lie.Cochain (14s)
✔ [4000/5573] Built Mathlib.LinearAlgebra.Matrix.Charpoly.Basic (5.0s)
✔ [4001/5573] Built Mathlib.Algebra.Module.Lattice (5.0s)
✔ [4002/5573] Built Mathlib.LinearAlgebra.Vandermonde (6.2s)
✔ [4003/5573] Built Mathlib.CategoryTheory.Generator.HomologicalComplex (1.9s)
✔ [4004/5573] Built Mathlib.Topology.Algebra.InfiniteSum.Constructions (19s)
✔ [4005/5573] Built Mathlib.LinearAlgebra.Matrix.GeneralLinearGroup.Basic (3.9s)
✔ [4006/5573] Built Mathlib.LinearAlgebra.Eigenspace.Basic (8.0s)
✔ [4007/5573] Built Mathlib.LinearAlgebra.Matrix.ToLinearEquiv (3.4s)
✔ [4008/5573] Built Mathlib.Algebra.Category.Grp.IsFinite (2.0s)
✔ [4009/5573] Built Mathlib.RingTheory.Flat.Equalizer (17s)
✔ [4010/5573] Built Mathlib.Algebra.Homology.ShortComplex.ConcreteCategory (3.4s)
✔ [4011/5573] Built Mathlib.Algebra.Homology.TotalComplexSymmetry (3.4s)
✔ [4012/5573] Built Mathlib.Algebra.Homology.Embedding.Restriction (2.6s)
✔ [4013/5573] Built Mathlib.Algebra.Homology.HomologicalComplexBiprod (2.8s)
✔ [4014/5575] Built Mathlib.Algebra.Homology.HomologicalComplexAbelian (3.1s)
✔ [4015/5575] Built Mathlib.CategoryTheory.Preadditive.Indization (2.1s)
✔ [4016/5575] Built Mathlib.CategoryTheory.Idempotents.HomologicalComplex (4.6s)
✔ [4017/5575] Built Mathlib.Algebra.Homology.Linear (3.4s)
✔ [4018/5575] Built Mathlib.AlgebraicTopology.AlternatingFaceMapComplex (4.2s)
✔ [4019/5575] Built Mathlib.Algebra.Category.ModuleCat.Presheaf.EpiMono (2.8s)
✔ [4020/5575] Built Mathlib.CategoryTheory.Abelian.SerreClass.MorphismProperty (2.5s)
✔ [4021/5575] Built Mathlib.Algebra.Category.ModuleCat.Presheaf.Abelian (3.4s)
✔ [4022/5575] Built Mathlib.Algebra.Category.ModuleCat.Presheaf.Pushforward (8.9s)
✔ [4023/5575] Built Mathlib.Algebra.Homology.Bifunctor (9.1s)
✔ [4024/5575] Built Mathlib.Topology.MetricSpace.ProperSpace.Lemmas (2.8s)
✔ [4025/5575] Built Mathlib.Topology.Metrizable.Basic (2.3s)
✔ [4026/5575] Built Mathlib.Algebra.Homology.ShortComplex.HomologicalComplex (8.0s)
✔ [4027/5575] Built Mathlib.AlgebraicTopology.SimplicialSet.KanComplex (2.1s)
✔ [4028/5575] Built Mathlib.Topology.MetricSpace.Bounded (3.0s)
✔ [4029/5575] Built Mathlib.LinearAlgebra.Dual.Lemmas (20s)
✔ [4030/5575] Built Mathlib.AlgebraicTopology.ModelCategory.Opposite (2.4s)
✔ [4031/5575] Built Mathlib.AlgebraicTopology.ModelCategory.Over (2.5s)
✔ [4032/5575] Built Mathlib.CategoryTheory.SmallObject.IsCardinalForSmallObjectArgument (4.8s)
✔ [4033/5575] Built Mathlib.Geometry.RingedSpace.PresheafedSpace.HasColimits (8.1s)
✔ [4034/5575] Built Mathlib.Topology.Algebra.GroupCompletion (4.4s)
✔ [4035/5575] Built Mathlib.Algebra.Category.CommBialgCat (19s)
✔ [4036/5575] Built Mathlib.AlgebraicTopology.ModelCategory.Cylinder (3.2s)
✔ [4037/5576] Built Mathlib.AlgebraicTopology.ModelCategory.PathObject (3.4s)
✔ [4038/5576] Built Mathlib.Topology.Algebra.UniformConvergence (5.2s)
✔ [4039/5576] Built Mathlib.AlgebraicTopology.ModelCategory.BrownLemma (2.7s)
✔ [4040/5576] Built Mathlib.CategoryTheory.Sites.PreservesSheafification (4.1s)
✔ [4041/5576] Built Mathlib.CategoryTheory.Sites.Continuous (3.6s)
✔ [4042/5576] Built Mathlib.Topology.Algebra.Module.Simple (2.5s)
✔ [4043/5576] Built Mathlib.Topology.Algebra.Order.Field (4.1s)
✔ [4044/5576] Built Mathlib.Analysis.Normed.Group.Basic (11s)
✔ [4045/5576] Built Mathlib.Topology.Algebra.IsUniformGroup.Basic (5.8s)
✔ [4046/5576] Built Mathlib.AlgebraicTopology.SimplicialSet.HomotopyCat (5.1s)
✔ [4047/5576] Built Mathlib.Topology.Algebra.NonUnitalAlgebra (3.0s)
✔ [4048/5576] Built Mathlib.CategoryTheory.Localization.DerivabilityStructure.Basic (2.4s)
✔ [4049/5576] Built Mathlib.Topology.Algebra.Nonarchimedean.Basic (2.7s)
✔ [4050/5576] Built Mathlib.CategoryTheory.Galois.IsFundamentalgroup (3.3s)
✔ [4051/5576] Built Mathlib.CategoryTheory.Galois.EssSurj (4.5s)
✔ [4052/5576] Built Mathlib.Topology.Algebra.FilterBasis (4.7s)
✔ [4053/5576] Built Mathlib.AlgebraicGeometry.EllipticCurve.ModelsWithJ (3.1s)
✔ [4054/5576] Built Mathlib.RingTheory.LocalProperties.Reduced (2.8s)
✔ [4055/5576] Built Mathlib.RingTheory.Flat.Localization (3.0s)
✔ [4056/5576] Built Mathlib.RingTheory.RingHom.Surjective (3.6s)
✔ [4057/5576] Built Mathlib.RingTheory.RingHom.Finite (5.4s)
✔ [4058/5576] Built Mathlib.RingTheory.Flat.FaithfullyFlat.Basic (7.4s)
✔ [4059/5576] Built Mathlib.AlgebraicGeometry.EllipticCurve.VariableChange (7.6s)
✔ [4060/5576] Built Mathlib.CategoryTheory.Abelian.Yoneda (3.9s)
✔ [4061/5576] Built Mathlib.CategoryTheory.Abelian.GrothendieckAxioms.Colim (2.4s)
✔ [4062/5576] Built Mathlib.Algebra.Category.Grp.AB (3.1s)
✔ [4063/5576] Built Mathlib.Topology.Algebra.Module.LinearMap (16s)
✔ [4064/5576] Built Mathlib.RingTheory.RingHom.Locally (9.0s)
✔ [4065/5576] Built Mathlib.CategoryTheory.Abelian.GrothendieckAxioms.Types (2.1s)
✔ [4066/5576] Built Mathlib.CategoryTheory.Abelian.GrothendieckAxioms.Connected (2.6s)
✔ [4067/5576] Built Mathlib.CategoryTheory.Abelian.GrothendieckAxioms.FunctorCategory (2.2s)
✔ [4068/5576] Built Mathlib.CategoryTheory.Abelian.GrothendieckCategory.Basic (2.1s)
✔ [4069/5576] Built Mathlib.Analysis.Convex.Radon (2.9s)
✔ [4070/5576] Built Mathlib.CategoryTheory.Triangulated.Functor (20s)
✔ [4071/5576] Built Mathlib.RingTheory.FractionalIdeal.Operations (7.0s)
✔ [4072/5576] Built Mathlib.Algebra.Lie.BaseChange (10s)
✔ [4073/5576] Built Mathlib.Topology.Algebra.InfiniteSum.Ring (2.8s)
✔ [4074/5576] Built Mathlib.Algebra.Lie.Sl2 (3.9s)
✔ [4075/5576] Built Mathlib.LinearAlgebra.Matrix.Charpoly.Coeff (5.7s)
✔ [4076/5576] Built Mathlib.LinearAlgebra.Eigenspace.Matrix (3.0s)
✔ [4077/5576] Built Mathlib.Algebra.Lie.Matrix (4.5s)
✔ [4078/5576] Built Mathlib.Analysis.Convex.Between (8.9s)
✔ [4079/5576] Built Mathlib.CategoryTheory.Generator.Indization (2.4s)
✔ [4080/5576] Built Mathlib.CategoryTheory.Abelian.SerreClass.Bousfield (2.4s)
✔ [4081/5576] Built Mathlib.AlgebraicTopology.DoldKan.Notations (2.6s)
✔ [4082/5576] Built Mathlib.CategoryTheory.Abelian.Indization (5.0s)
✔ [4083/5576] Built Mathlib.Algebra.Category.ModuleCat.Presheaf.Generator (3.4s)
✔ [4084/5576] Built Mathlib.LinearAlgebra.Determinant (9.4s)
✔ [4085/5576] Built Mathlib.Algebra.Homology.BifunctorFlip (2.3s)
✔ [4086/5576] Built Mathlib.Topology.Metrizable.Real (1.0s)
✔ [4087/5576] Built Mathlib.Topology.Metrizable.Uniformity (2.8s)
✔ [4088/5576] Built Mathlib.Algebra.Homology.ShortComplex.ModuleCat (8.8s)
✔ [4089/5576] Built Mathlib.Algebra.Homology.Embedding.RestrictionHomology (2.0s)
✔ [4090/5576] Built Mathlib.RingTheory.Extension.Basic (24s)
✔ [4091/5576] Built Mathlib.LinearAlgebra.Matrix.SesquilinearForm (14s)
✔ [4092/5576] Built Mathlib.Algebra.Homology.SingleHomology (2.8s)
✔ [4093/5576] Built Mathlib.Algebra.Homology.Refinements (2.2s)
✔ [4094/5576] Built Mathlib.Algebra.Homology.LeftResolution.Basic (4.4s)
✔ [4095/5576] Built Mathlib.AlgebraicTopology.Quasicategory.Basic (2.2s)
✔ [4096/5576] Built Mathlib.Algebra.Lie.Extension (20s)
✔ [4097/5576] Built Mathlib.Topology.MetricSpace.Antilipschitz (3.2s)
✔ [4098/5576] Built Mathlib.Topology.MetricSpace.Lipschitz (3.6s)
✔ [4099/5576] Built Mathlib.LinearAlgebra.Contraction (5.2s)
✔ [4100/5576] Built Mathlib.LinearAlgebra.BilinearForm.Properties (6.7s)
✔ [4101/5576] Built Mathlib.Algebra.Homology.Homotopy (11s)
✔ [4102/5576] Built Mathlib.Topology.MetricSpace.Sequences (2.4s)
✔ [4103/5578] Built Mathlib.Topology.Bornology.Real (2.2s)
✔ [4104/5578] Built Mathlib.Algebra.Homology.HomologySequence (7.9s)
✔ [4105/5578] Built Mathlib.Topology.Instances.Int (2.5s)
✔ [4106/5578] Built Mathlib.Analysis.BoxIntegral.Box.Basic (4.2s)
✔ [4107/5578] Built Mathlib.CategoryTheory.SmallObject.Basic (2.8s)
✔ [4108/5578] Built Mathlib.RingTheory.Kaehler.Basic (36s)
✔ [4109/5578] Built Mathlib.Topology.Algebra.Equicontinuity (2.5s)
✔ [4110/5578] Built Mathlib.AlgebraicTopology.ModelCategory.LeftHomotopy (3.3s)
✔ [4111/5578] Built Mathlib.AlgebraicTopology.ModelCategory.RightHomotopy (3.4s)
✔ [4112/5578] Built Mathlib.Topology.Algebra.InfiniteSum.UniformOn (3.2s)
✔ [4113/5578] Built Mathlib.CategoryTheory.Sites.CoverPreserving (3.1s)
✔ [4114/5578] Built Mathlib.CategoryTheory.Sites.LocallyInjective (3.5s)
✔ [4115/5578] Built Mathlib.LinearAlgebra.PerfectPairing.Basic (11s)
✔ [4116/5578] Built Mathlib.Analysis.Normed.Group.Submodule (2.5s)
✔ [4117/5578] Built Mathlib.CategoryTheory.Sites.Pullback (3.7s)
✔ [4118/5578] Built Mathlib.Analysis.Normed.Group.Indicator (2.6s)
✔ [4119/5578] Built Mathlib.Analysis.Normed.Order.Hom.Basic (2.8s)
✔ [4120/5578] Built Mathlib.Analysis.Normed.Group.Subgroup (2.7s)
✔ [4121/5578] Built Mathlib.CategoryTheory.Sites.CoverLifting (4.2s)
✔ [4122/5578] Built Mathlib.Topology.Algebra.InfiniteSum.Order (4.6s)
✔ [4123/5578] Built Mathlib.Analysis.Normed.Order.Basic (2.3s)
✔ [4124/5578] Built Mathlib.Analysis.Normed.Group.Constructions (3.9s)
✔ [4125/5578] Built Mathlib.Analysis.Normed.Group.CocompactMap (2.3s)
✔ [4126/5578] Built Mathlib.Algebra.Homology.BifunctorAssociator (21s)
✔ [4127/5578] Built Mathlib.Analysis.Normed.Module.MStructure (4.4s)
✔ [4128/5578] Built Mathlib.Topology.Algebra.UniformRing (3.6s)
✔ [4129/5578] Built Mathlib.CategoryTheory.Localization.DerivabilityStructure.PointwiseRightDerived (3.0s)
✔ [4130/5578] Built Mathlib.Topology.Algebra.UniformFilterBasis (3.1s)
✔ [4131/5578] Built Mathlib.CategoryTheory.Localization.DerivabilityStructure.Constructor (3.8s)
✔ [4132/5578] Built Mathlib.CategoryTheory.Galois.Equivalence (3.8s)
✔ [4133/5578] Built Mathlib.Topology.Algebra.Nonarchimedean.Bases (4.2s)
✔ [4134/5578] Built Mathlib.Topology.Algebra.NonUnitalStarAlgebra (5.6s)
✔ [4135/5578] Built Mathlib.Algebra.Category.Ring.LinearAlgebra (3.4s)
✔ [4136/5578] Built Mathlib.Topology.Instances.AddCircle.Defs (7.8s)
✔ [4137/5578] Built Mathlib.RingTheory.Localization.Finiteness (4.8s)
✔ [4138/5578] Built Mathlib.Analysis.Convex.Exposed (2.8s)
✔ [4139/5578] Built Mathlib.RingTheory.RingHom.FiniteType (7.1s)
✔ [4140/5578] Built Mathlib.RingTheory.Flat.FaithfullyFlat.Algebra (4.2s)
✔ [4141/5578] Built Mathlib.AlgebraicGeometry.EllipticCurve.NormalForms (5.4s)
✔ [4142/5578] Built Mathlib.AlgebraicTopology.SimplicialSet.NerveAdjunction (11s)
✔ [4143/5578] Built Mathlib.Topology.Algebra.Module.PerfectPairing (4.0s)
✔ [4144/5578] Built Mathlib.Topology.Algebra.Module.WeakBilin (3.5s)
✔ [4145/5578] Built Mathlib.Topology.Algebra.Algebra (5.9s)
✔ [4146/5578] Built Mathlib.Algebra.Category.ModuleCat.AB (3.2s)
✔ [4147/5578] Built Mathlib.Topology.Algebra.Module.ClosedSubmodule (4.8s)
✔ [4148/5578] Built Mathlib.Topology.Algebra.SeparationQuotient.Basic (4.0s)
✔ [4149/5578] Built Mathlib.CategoryTheory.Abelian.GrothendieckCategory.Monomorphisms (2.3s)
✔ [4150/5579] Built Mathlib.Algebra.Homology.GrothendieckAbelian (2.6s)
✔ [4151/5579] Built Mathlib.Topology.Algebra.Module.LinearMapPiProd (5.2s)
✔ [4152/5579] Built Mathlib.CategoryTheory.Localization.Triangulated (3.8s)
✔ [4153/5579] Built Mathlib.CategoryTheory.Abelian.GrothendieckCategory.Subobject (4.8s)
✔ [4154/5579] Built Mathlib.LinearAlgebra.Matrix.Charpoly.Univ (3.6s)
✔ [4155/5579] Built Mathlib.LinearAlgebra.Matrix.Charpoly.Disc (2.9s)
✔ [4156/5579] Built Mathlib.RingTheory.FractionalIdeal.Inverse (4.3s)
✔ [4157/5579] Built Mathlib.Topology.ContinuousMap.Algebra (10s)
✔ [4158/5579] Built Mathlib.Algebra.Lie.Solvable (5.4s)
✔ [4159/5579] Built Mathlib.CategoryTheory.Abelian.GrothendieckAxioms.Indization (3.0s)
✔ [4160/5579] Built Mathlib.LinearAlgebra.Matrix.Charpoly.LinearMap (5.0s)
✔ [4161/5579] Built Mathlib.LinearAlgebra.Complex.Determinant (3.2s)
✔ [4162/5579] Built Mathlib.Algebra.Category.ModuleCat.Presheaf.Pullback (4.4s)
✔ [4163/5579] Built Mathlib.Algebra.QuadraticAlgebra.NormDeterminant (3.0s)
✔ [4164/5579] Built Mathlib.Analysis.Convex.BetweenList (6.1s)
✔ [4165/5579] Built Mathlib.LinearAlgebra.FreeModule.Finite.CardQuotient (4.0s)
✔ [4166/5579] Built Mathlib.RingTheory.Norm.Defs (3.4s)
✔ [4167/5579] Built Mathlib.Order.Filter.ENNReal (3.3s)
✔ [4168/5579] Built Mathlib.Analysis.Convex.Visible (8.6s)
✔ [4169/5579] Built Mathlib.LinearAlgebra.Orientation (6.8s)
✔ [4170/5579] Built Mathlib.Algebra.Category.ModuleCat.Free (4.2s)
✔ [4171/5579] Built Mathlib.LinearAlgebra.Matrix.Rank (6.3s)
✔ [4172/5579] Built Mathlib.Algebra.Category.ModuleCat.LeftResolution (2.5s)
✔ [4173/5579] Built Mathlib.Algebra.Category.ModuleCat.Biproducts (5.2s)
✔ [4174/5579] Built Mathlib.Algebra.Homology.Embedding.Connect (4.9s)
✔ [4175/5579] Built Mathlib.Algebra.Lie.SkewAdjoint (4.7s)
✔ [4176/5579] Built Mathlib.Algebra.Homology.LeftResolution.Transport (3.6s)
✔ [4177/5579] Built Mathlib.AlgebraicTopology.Quasicategory.StrictSegal (3.2s)
✔ [4178/5579] Built Mathlib.Topology.MetricSpace.Bilipschitz (2.5s)
✔ [4179/5579] Built Mathlib.Topology.Algebra.MetricSpace.Lipschitz (2.7s)
✔ [4180/5579] Built Mathlib.Topology.MetricSpace.Isometry (4.7s)
✔ [4181/5579] Built Mathlib.LinearAlgebra.Coevaluation (4.5s)
✔ [4182/5579] Built Mathlib.RingTheory.Extension.Generators (11s)
✔ [4183/5579] Built Mathlib.LinearAlgebra.BilinearForm.Orthogonal (5.5s)
✔ [4184/5579] Built Mathlib.LinearAlgebra.Trace (7.2s)
✔ [4185/5579] Built Mathlib.Algebra.Homology.BifunctorHomotopy (5.6s)
✔ [4186/5579] Built Mathlib.LinearAlgebra.BilinearForm.DualLattice (6.6s)
✔ [4187/5579] Built Mathlib.AlgebraicTopology.DoldKan.Homotopies (2.7s)
✔ [4188/5579] Built Mathlib.RepresentationTheory.Basic (10s)
✔ [4189/5579] Built Mathlib.LinearAlgebra.Matrix.BilinearForm (8.4s)
✔ [4190/5579] Built Mathlib.Algebra.Homology.QuasiIso (3.5s)
✔ [4191/5579] Built Mathlib.Algebra.Homology.HomotopyCategory (3.0s)
✔ [4192/5579] Built Mathlib.Algebra.Homology.ConcreteCategory (3.3s)
✔ [4193/5579] Built Mathlib.CategoryTheory.Localization.Pi (2.3s)
✔ [4194/5579] Built Mathlib.Analysis.Normed.Group.Int (2.4s)
✔ [4195/5579] Built Mathlib.Topology.Algebra.Ring.Real (2.7s)
✔ [4196/5579] Built Mathlib.AlgebraicTopology.ExtraDegeneracy (9.0s)
✔ [4197/5579] Built Mathlib.Algebra.Homology.HomotopyCofiber (7.8s)
✔ [4198/5579] Built Mathlib.Topology.Instances.Nat (2.6s)
✔ [4199/5579] Built Mathlib.Analysis.BoxIntegral.Partition.Basic (3.0s)
✔ [4200/5579] Built Mathlib.Algebra.Homology.HomotopyCategory.HomComplex (8.5s)
✔ [4201/5579] Built Mathlib.Analysis.NormedSpace.IndicatorFunction (2.1s)
✔ [4202/5579] Built Mathlib.AlgebraicTopology.ModelCategory.Homotopy (3.5s)
